Word,Word type
nonsense,noun
norm,noun
north,noun
nose,noun
note,noun
notebook,noun
notice,noun
notion,noun
noun,noun
novel,noun
number,noun
nun,noun
nurse,noun
nursery,noun
nut,noun
oak,noun
object,noun
objection,noun
obligation,noun
observation,noun
observer,noun
obstacle,noun
occasion,noun
occupation,noun
ocean,noun
offence,noun
offender,noun
offer,noun
office,noun
officer,noun
offspring,noun
oil,noun
omission,noun
onion,noun
opera,noun
operation,noun
opinion,noun
opponent,noun
opposite,noun
opposition,noun
optimism,noun
option,noun
orange,noun
orbit,noun
orchestra,noun
order,noun
organ,noun
organisation,noun
orientation,noun
origin,noun
outfit,noun
outlet,noun
outline,noun
outlook,noun
output,noun
oven,noun
overall,noun
overview,noun
owl,noun
owner,noun
ownership,noun
oxygen,noun
pace,noun
pack,noun
package,noun
packet,noun
page,noun
pain,noun
paint,noun
painter,noun
pair,noun
palace,noun
palm,noun
pan,noun
panel,noun
panic,noun
paper,noun
parade,noun
paradox,noun
paragraph,noun
parameter,noun
pardon,noun
parent,noun
park,noun
parking,noun
parliament,noun
part,noun
participant,noun
particle,noun
partner,noun
partnership,noun
party,noun
pass,noun
passage,noun
passenger,noun
passion,noun
passport,noun
password,noun
pastel,noun
pasture,noun
patch,noun
patent,noun
path,noun
patience,noun
patrol,noun
pattern,noun
pause,noun
pavement,noun
payment,noun
peace,noun
peak,noun
peanut,noun
peasant,noun
pedestrian,noun
pen,noun
penalty,noun
pencil,noun
penny,noun
pension,noun
pensioner,noun
people,noun
pepper,noun
percent,noun
perception,noun
performance,noun
performer,noun
period,noun
permission,noun
person,noun
personality,noun
pest,noun
pet,noun
phenomenon,noun
philosopher,noun
philosophy,noun
photograph,noun
photographer,noun
photography,noun
physics,noun
piano,noun
picture,noun
pie,noun
piece,noun
pier,noun
pig,noun
pigeon,noun
pile,noun
pill,noun
pillow,noun
pilot,noun
pin,noun
pioneer,noun
pipe,noun
pit,noun
pitch,noun
pity,noun
place,noun
plaintiff,noun
plan,noun
plane,noun
planet,noun
plant,noun
plaster,noun
plastic,noun
plate,noun
platform,noun
play,noun
player,noun
pleasure,noun
plot,noun
pneumonia,noun
pocket,noun
poem,noun
poetry,noun
point,noun
poison,noun
pole,noun
policy,noun
politician,noun
politics,noun
poll,noun
pollution,noun
pony,noun
pool,noun
pop,noun
population,noun
porter,noun
portion,noun
portrait,noun
position,noun
possession,noun
possibility,noun
post,noun
postcard,noun
pot,noun
potato,noun
potential,noun
pottery,noun
pound,noun
powder,noun
power,noun
practice,noun
praise,noun
prayer,noun
precedent,noun
precision,noun
predator,noun
predecessor,noun
preference,noun
prejudice,noun
premium,noun
preoccupation,noun
preparation,noun
prescription,noun
presence,noun
presentation,noun
preservation,noun
presidency,noun
president,noun
press,noun
pressure,noun
prestige,noun
prevalence,noun
prey,noun
price,noun
pride,noun
prince,noun
princess,noun
principle,noun
print,noun
printer,noun
priority,noun
prison,noun
prisoner,noun
privacy,noun
privilege,noun
prize,noun
probability,noun
problem,noun
procedure,noun
process,noun
produce,noun
producer,noun
product,noun
production,noun
profession,noun
professor,noun
profile,noun
profit,noun
program,noun
progress,noun
project,noun
projection,noun
promise,noun
promotion,noun
proof,noun
propaganda,noun
property,noun
proportion,noun
proposal,noun
proposition,noun
prosecution,noun
prospect,noun
prosperity,noun
protection,noun
protein,noun
protest,noun
provision,noun
psychologist,noun
psychology,noun
pub,noun
publication,noun
publicity,noun
publisher,noun
pudding,noun
pump,noun
pumpkin,noun
punch,noun
pupil,noun
purpose,noun
pursuit,noun
puzzle,noun
pyramid,noun
qualification,noun
quality,noun
quantity,noun
quarter,noun
queen,noun
quest,noun
question,noun
questionnaire,noun
queue,noun
quota,noun
quotation,noun
rabbit,noun
race,noun
racism,noun
rack,noun
radiation,noun
radical,noun
radio,noun
rage,noun
raid,noun
railcar,noun
railway,noun
rain,noun
rainbow,noun
rally,noun
range,noun
rank,noun
rat,noun
rate,noun
ratio,noun
reaction,noun
reactor,noun
reader,noun
realism,noun
reality,noun
reason,noun
rebel,noun
rebellion,noun
receipt,noun
reception,noun
recession,noun
recognition,noun
recommendation,noun
record,noun
recording,noun
recovery,noun
recreation,noun
red,noun
reduction,noun
redundancy,noun
referee,noun
reference,noun
referral,noun
reflection,noun
reform,noun
refugee,noun
refusal,noun
regard,noun
region,noun
register,noun
registration,noun
regret,noun
regulation,noun
rehabilitation,noun
rehearsal,noun
reign,noun
rejection,noun
relation,noun
relationship,noun
relaxation,noun
release,noun
relevance,noun
reliance,noun
relief,noun
reluctance,noun
remark,noun
remedy,noun
rent,noun
repetition,noun
replacement,noun
report,noun
reporter,noun
reproduction,noun
reptile,noun
republic,noun
reputation,noun
request,noun
requirement,noun
research,noun
researcher,noun
reserve,noun
reservoir,noun
residence,noun
resignation,noun
resolution,noun
resort,noun
resource,noun
response,noun
responsibility,noun
rest,noun
restaurant,noun
restoration,noun
restraint,noun
restriction,noun
result,noun
retailer,noun
retirement,noun
retreat,noun
return,noun
revenge,noun
reverse,noun
review,noun
revival,noun
revolution,noun
reward,noun
rhetoric,noun
rhythm,noun
rib,noun
ribbon,noun
rice,noun
rider,noun
ridge,noun
rifle,noun
right_wing,noun
ring,noun
riot,noun
rise,noun
risk,noun
ritual,noun
river,noun
road,noun
robbery,noun
robot,noun
rock,noun
rocket,noun
role,noun
roll,noun
roof,noun
room,noun
root,noun
rope,noun
rose,noun
rotation,noun
route,noun
routine,noun
row,noun
royalty,noun
rubbish,noun
rugby,noun
ruin,noun
rule,noun
rumour,noun
runner,noun
rush,noun
sacrifice,noun
safety,noun
sail,noun
sailor,noun
salad,noun
sale,noun
salmon,noun
salon,noun
salt,noun
salvation,noun
sample,noun
sanctuary,noun
sand,noun
sandal,noun
satellite,noun
satisfaction,noun
sauce,noun
sausage,noun
scale,noun
scandal,noun
scenario,noun
scene,noun
schedule,noun
scheme,noun
scholar,noun
scholarship,noun
school,noun
science,noun
scientist,noun
score,noun
scrap,noun
screen,noun
screw,noun
script,noun
sculpture,noun
sea,noun
seal,noun
search,noun
season,noun
seat,noun
second,noun
secret,noun
secretary,noun
secretion,noun
section,noun
sector,noun
security,noun
seed,noun
selection,noun
self,noun
seller,noun
seminar,noun
sensation,noun
sense,noun
sensitivity,noun
sentence,noun
sentiment,noun
separation,noun
sequence,noun
series,noun
servant,noun
server,noun
service,noun
session,noun
set,noun
settlement,noun
sex,noun
shade,noun
shadow,noun
shaft,noun
shame,noun
share,noun
shareholder,noun
shark,noun
sheep,noun
sheet,noun
shelf,noun
shell,noun
shelter,noun
shield,noun
shift,noun
shirt,noun
shock,noun
shoe,noun
shop,noun
shopping,noun
shortage,noun
shorts,noun
shot,noun
shoulder,noun
show,noun
shower,noun
sickness,noun
side,noun
siege,noun
sight,noun
sign,noun
signature,noun
silence,noun
silk,noun
silver,noun
similarity,noun
simplicity,noun
sin,noun
singer,noun
sink,noun
sister,noun
site,noun
situation,noun
size,noun
sketch,noun
ski,noun
skill,noun
skin,noun
skirt,noun
skull,noun
sky,noun
slab,noun
slave,noun
sleep,noun
sleeve,noun
slice,noun
slide,noun
slime,noun
slip,noun
slogan,noun
slot,noun
smell,noun
smile,noun
smoke,noun
snail,noun
snake,noun
snow,noun
soap,noun
soccer,noun
society,noun
sociology,noun
sock,noun
sodium,noun
software,noun
soil,noun
soldier,noun
solidarity,noun
solo,noun
solution,noun
soprano,noun
soul,noun
soup,noun
source,noun
south,noun
space,noun
speaker,noun
specialist,noun
species,noun
specimen,noun
spectrum,noun
speech,noun
speed,noun
spell,noun
sphere,noun
spider,noun
spinach,noun
spine,noun
spirit,noun
spite,noun
split,noun
spokesman,noun
spoon,noun
sport,noun
spot,noun
spray,noun
spread,noun
spring,noun
spy,noun
squad,noun
staff,noun
stage,noun
staircase,noun
stake,noun
stall,noun
stamp,noun
stand,noun
star,noun
start,noun
state,noun
statement,noun
station,noun
statistics,noun
statue,noun
steak,noun
steam,noun
steel,noun
stem,noun
step,noun
steward,noun
stick,noun
stimulation,noun
stitch,noun
stock,noun
stomach,noun
stone,noun
stool,noun
stop,noun
storage,noun
storm,noun
story,noun
strap,noun
straw,noun
strawberry,noun
stream,noun
street,noun
strength,noun
stress,noun
strike,noun
string,noun
strip,noun
stroke,noun
structure,noun
struggle,noun
student,noun
studio,noun
study,noun
style,noun
subject,noun
substance,noun
suburb,noun
success,noun
suffering,noun
sugar,noun
suggestion,noun
suicide,noun
suit,noun
suite,noun
sulphur,noun
sum,noun
summary,noun
summer,noun
summit,noun
sun,noun
sunrise,noun
sunshine,noun
superintendent,noun
supermarket,noun
supervisor,noun
supply,noun
support,noun
surface,noun
surgeon,noun
surgery,noun
surprise,noun
survey,noun
survival,noun
survivor,noun
suspect,noun
suspicion,noun
sweat,noun
sweater,noun
swing,noun
switch,noun
sword,noun
syllable,noun
symbol,noun
symmetry,noun
symptom,noun
syndrome,noun
system,noun
table,noun
tablet,noun
tactic,noun
tail,noun
talk,noun
tank,noun
tap,noun
tape,noun
target,noun
taste,noun
tax,noun
taxi,noun
taxpayer,noun
tea,noun
teacher,noun
team,noun
tear,noun
technique,noun
technology,noun
teenager,noun
telephone,noun
television,noun
temperature,noun
temple,noun
temptation,noun
tenant,noun
tendency,noun
tennis,noun
tension,noun
tent,noun
term,noun
terrace,noun
terrorist,noun
test,noun
text,noun
texture,noun
thanks,noun
theatre,noun
theft,noun
theme,noun
theology,noun
theorist,noun
theory,noun
therapist,noun
therapy,noun
thesis,noun
thigh,noun
thinker,noun
thought,noun
thread,noun
threat,noun
threshold,noun
throat,noun
throne,noun
thumb,noun
ticket,noun
tide,noun
tie,noun
tiger,noun
tile,noun
timber,noun
time,noun
timetable,noun
tin,noun
tip,noun
tissue,noun
title,noun
toast,noun
toe,noun
toll,noun
tomato,noun
ton,noun
tone,noun
tongue,noun
tool,noun
tooth,noun
top,noun
torch,noun
torture,noun
touch,noun
tourism,noun
tourist,noun
tournament,noun
towel,noun
tower,noun
town,noun
toy,noun
trace,noun
track,noun
tract,noun
trade,noun
tradition,noun
traffic,noun
tragedy,noun
train,noun
trainer,noun
training,noun
trait,noun
transaction,noun
transfer,noun
transition,noun
transmission,noun
transport,noun
trap,noun
tray,noun
treasure,noun
treasurer,noun
treat,noun
treatment,noun
treaty,noun
tree,noun
trench,noun
trend,noun
trial,noun
triangle,noun
tribe,noun
tribute,noun
trick,noun
trolley,noun
troop,noun
trouble,noun
trouser,noun
truck,noun
trunk,noun
trust,noun
trustee,noun
truth,noun
t-shirt,noun
tube,noun
tumour,noun
tune,noun
tunnel,noun
turkey,noun
turn,noun
twin,noun
twist,noun
tycoon,noun
tyre,noun
ulcer,noun
umbrella,noun
uncertainty,noun
uncle,noun
understanding,noun
unemployment,noun
union,noun
unit,noun
unity,noun
university,noun
unrest,noun
urge,noun
urgency,noun
urine,noun
use,noun
user,noun
vacuum,noun
valley,noun
value,noun
van,noun
variable,noun
variant,noun
variation,noun
variety,noun
vat,noun
vector,noun
vegetable,noun
vegetarian,noun
vegetation,noun
vehicle,noun
veil,noun
vein,noun
velvet,noun
venture,noun
venus,noun
verdict,noun
version,noun
vessel,noun
veteran,noun
victim,noun
victory,noun
video,noun
view,noun
villa,noun
village,noun
villager,noun
violation,noun
virgin,noun
virtue,noun
virus,noun
vision,noun
visit,noun
visitor,noun
vitamin,noun
voice,noun
volcano,noun
volume,noun
volunteer,noun
vote,noun
voter,noun
voucher,noun
voyage,noun
wage,noun
wagon,noun
waist,noun
wake,noun
wall,noun
war,noun
ward,noun
wardrobe,noun
warning,noun
warrant,noun
warrior,noun
waste,noun
watch,noun
water,noun
waterfall,noun
wave,noun
way,noun
weakness,noun
wealth,noun
weapon,noun
weather,noun
wedding,noun
weed,noun
week,noun
weekend,noun
weight,noun
welfare,noun
west,noun
whale,noun
wheat,noun
wheel,noun
whip,noun
whisky,noun
widow,noun
width,noun
wife,noun
wilderness,noun
wildlife,noun
will,noun
willpower,noun
win,noun
wind,noun
window,noun
wine,noun
wing,noun
winner,noun
winter,noun
wire,noun
witch,noun
withdrawal,noun
witness,noun
wolf,noun
woman,noun
wonder,noun
wood,noun
wool,noun
word,noun
wording,noun
work,noun
worker,noun
workshop,noun
world,noun
worm,noun
worth,noun
wound,noun
wreck,noun
wrist,noun
writer,noun
x-ray,noun
yacht,noun
yard,noun
year,noun
youth,noun
zero,noun
zone,noun
abandon,verb
abolish,verb
abridge,verb
absorb,verb
accept,verb
accompany,verb
activate,verb
add,verb
adjust,verb
admire,verb
admit,verb
adopt,verb
affect,verb
afford,verb
agree,verb
allow,verb
amputate,verb
amuse,verb
apologise,verb
appear,verb
applaud,verb
appoint,verb
appreciate,verb
approach,verb
approve,verb
arrange,verb
arrest,verb
articulate,verb
ascertain,verb
ask,verb
assume,verb
attach,verb
attract,verb
authorise,verb
avoid,verb
bake,verb
bargain,verb
become,verb
beg,verb
begin,verb
behave,verb
behead,verb
belong,verb
bend,verb
betray,verb
bind,verb
blame,verb
bleed,verb
bless,verb
boil,verb
borrow,verb
bother,verb
bounce,verb
brag,verb
breathe,verb
breed,verb
bring,verb
bump,verb
burst,verb
bury,verb
buy,verb
calm,verb
cancel,verb
captivate,verb
capture,verb
carry,verb
carve,verb
cater,verb
chase,verb
chew,verb
choke,verb
choose,verb
chop,verb
clarify,verb
classify,verb
climb,verb
coincide,verb
collapse,verb
collect,verb
combine,verb
compare,verb
compensate,verb
compete,verb
complain,verb
concede,verb
conceive,verb
concentrate,verb
confine,verb
confront,verb
congratulate,verb
consider,verb
consolidate,verb
construct,verb
contain,verb
convert,verb
convict,verb
convince,verb
cooperate,verb
cope,verb
correspond,verb
cough,verb
count,verb
create,verb
creep,verb
crouch,verb
cry,verb
cultivate,verb
curl,verb
damn,verb
dance,verb
dare,verb
debut,verb
decide,verb
decline,verb
dedicate,verb
defend,verb
define,verb
delete,verb
deliver,verb
demolish,verb
demonstrate,verb
denounce,verb
deny,verb
depart,verb
depend,verb
deprive,verb
describe,verb
deserve,verb
despise,verb
deter,verb
deteriorate,verb
develop,verb
devote,verb
dictate,verb
die,verb
differ,verb
dig,verb
dilute,verb
dine,verb
dip,verb
disappear,verb
disappoint,verb
discourage,verb
discover,verb
discuss,verb
disguise,verb
dislike,verb
dismiss,verb
dispute,verb
dissolve,verb
distort,verb
distribute,verb
dive,verb
divide,verb
dominate,verb
donate,verb
drag,verb
draw,verb
dress,verb
drown,verb
dump,verb
eat,verb
eavesdrop,verb
elect,verb
eliminate,verb
embark,verb
employ,verb
encourage,verb
endure,verb
enhance,verb
enlarge,verb
ensure,verb
enter,verb
entertain,verb
escape,verb
establish,verb
exaggerate,verb
exceed,verb
exclude,verb
execute,verb
exhibit,verb
expand,verb
expect,verb
explain,verb
explode,verb
exploit,verb
export,verb
expose,verb
extend,verb
fade,verb
fail,verb
faint,verb
fascinate,verb
feel,verb
fill,verb
find,verb
finish,verb
fix,verb
fling,verb
flourish,verb
flush,verb
follow,verb
forbid,verb
forge,verb
forget,verb
formulate,verb
foster,verb
freeze,verb
frighten,verb
gain,verb
gasp,verb
gaze,verb
generate,verb
get,verb
give,verb
glare,verb
glide,verb
go,verb
greet,verb
grin,verb
grind,verb
groan,verb
grow,verb
guess,verb
handicap,verb
hang,verb
happen,verb
harm,verb
hate,verb
haul,verb
haunt,verb
have,verb
heal,verb
hear,verb
hesitate,verb
hiccup,verb
hide,verb
hike,verb
hit,verb
hover,verb
hurt,verb
hypnotize,verb
identify,verb
ignore,verb
illustrate,verb
imagine,verb
impress,verb
improve,verb
include,verb
indulge,verb
infect,verb
inflate,verb
inherit,verb
inject,verb
injure,verb
insert,verb
insist,verb
inspire,verb
instal,verb
install,verb
insure,verb
intensify,verb
interpret,verb
interrupt,verb
introduce,verb
invite,verb
jail,verb
jerk,verb
jest,verb
justify,verb
keep,verb
kill,verb
kiss,verb
knead,verb
kneel,verb
knit,verb
knock,verb
know,verb
laugh,verb
launch,verb
lay,verb
leak,verb
lean,verb
learn,verb
lend,verb
let,verb
license,verb
lick,verb
like,verb
linger,verb
listen,verb
locate,verb
lodge,verb
lose,verb
lower,verb
make,verb
manage,verb
mean,verb
meet,verb
mention,verb
minimise,verb
mislead,verb
miss,verb
mix,verb
multiply,verb
mutter,verb
nap,verb
nod,verb
nominate,verb
obey,verb
obtain,verb
occupy,verb
offend,verb
offset,verb
oppose,verb
organise,verb
overlook,verb
overwhelm,verb
owe,verb
participate,verb
pat,verb
pay,verb
penetrate,verb
perceive,verb
perforate,verb
perform,verb
persist,verb
persuade,verb
photocopy,verb
pick,verb
plead,verb
please,verb
pledge,verb
plug,verb
polish,verb
postpone,verb
pour,verb
pray,verb
preach,verb
precede,verb
prefer,verb
prevent,verb
proclaim,verb
prosecute,verb
protect,verb
prove,verb
provide,verb
provoke,verb
publish,verb
pull,verb
punish,verb
push,verb
put,verb
qualify,verb
quit,verb
quote,verb
raise,verb
rape,verb
reach,verb
read,verb
realise,verb
rear,verb
recognise,verb
recommend,verb
recover,verb
recruit,verb
recycle,verb
redeem,verb
refer,verb
reflect,verb
refuse,verb
reinforce,verb
reject,verb
relate,verb
relax,verb
relieve,verb
relinquish,verb
rely,verb
remain,verb
remember,verb
remind,verb
repeat,verb
replace,verb
represent,verb
reproduce,verb
require,verb
rescue,verb
resemble,verb
resent,verb
resign,verb
resist,verb
respect,verb
restrain,verb
retain,verb
retire,verb
reveal,verb
revise,verb
revive,verb
ride,verb
roar,verb
rob,verb
rub,verb
run,verb
save,verb
say,verb
scan,verb
scatter,verb
scramble,verb
scrape,verb
scratch,verb
scream,verb
see,verb
seek,verb
seem,verb
seize,verb
sell,verb
send,verb
serve,verb
settle,verb
shake,verb
shape,verb
shatter,verb
shave,verb
shed,verb
shine,verb
shiver,verb
shoot,verb
shout,verb
shrink,verb
shrug,verb
sigh,verb
sightsee,verb
sing,verb
sip,verb
sit,verb
skate,verb
slam,verb
slap,verb
slump,verb
smash,verb
snap,verb
snatch,verb
sniff,verb
snuggle,verb
soak,verb
soar,verb
solve,verb
sow,verb
spare,verb
speculate,verb
spend,verb
spill,verb
spin,verb
spit,verb
spoil,verb
squeeze,verb
stab,verb
stain,verb
stay,verb
sting,verb
stir,verb
store,verb
straighten,verb
strain,verb
stretch,verb
stride,verb
stroll,verb
stuff,verb
stumble,verb
submit,verb
substitute,verb
suffer,verb
suggest,verb
suppose,verb
suppress,verb
surround,verb
sustain,verb
swallow,verb
swear,verb
sweep,verb
swell,verb
swim,verb
swipe,verb
take,verb
tease,verb
tell,verb
tempt,verb
terrify,verb
testify,verb
thank,verb
think,verb
threaten,verb
throw,verb
thrust,verb
tick,verb
tolerate,verb
toss,verb
total,verb
transform,verb
tread,verb
tremble,verb
trip,verb
try,verb
tumble,verb
underline,verb
undermine,verb
understand,verb
undertake,verb
update,verb
upset,verb
utter,verb
wait,verb
walk,verb
wander,verb
want,verb
warn,verb
wash,verb
wear,verb
weave,verb
weigh,verb
whisper,verb
widen,verb
wipe,verb
withdraw,verb
work_out,verb
worry,verb
wrap,verb
wrestle,verb
write,verb
yawn,verb
